annual_mean_temp_c,annual_total_precip_mm,NDVI,NDSI,PET_mean,soil_moisture_mean,lc_cropland_pct,lc_grassland_pct,lc_barren_pct,farm_income_usd,agri_employment_share,crop_water_intensity_m3_per_usd,population_rural_thousand,rural_share,ag_production_share,grain_production_kt,water_governance_index,water_tariff_index,wua_coverage,sdg_642_water_stress_pct,water_use_efficiency_usd_m3,uz_env_code_2021,country_code,country,province,year
-0.006042836577452794,0.002484095584107966,-0.00018354789855392674,0.0006065860214329537,-0.0014586903712906925,-0.0004469862413902879,-0.00818975039575911,-0.009446731789209531,-0.0008866849555500435,-0.003156183266559751,-0.017529895897147717,-0.012095396368512501,-0.006973269912080969,-0.0003103596235929778,0.000912802312669786,-0.004941725866272148,-0.022469180331517985,0.0003658429064954933,-0.023668344501750593,-0.010745411610013253,0.003972563750738388,0.0005465573380280031,-0.00484458735376676,Kyrgyzstan,Jalal-Abad,2024
-0.009333494389917442,-0.0037450056031988945,0.0008990101677140053,0.0012914520768747197,-0.002237392807762815,4.26726280874603e-05,-0.005196821483765495,-0.011671708008871854,-0.0011032469292325687,-0.0041354556656454985,-0.008730567476490477,-0.021788644834686975,-0.013256383989847667,-0.0008621361201648816,1.753513676297375e-05,-0.003925697620575743,-0.030796906154294527,-0.008549757925427639,-0.02971396258181001,-0.013295512420925838,-0.0022907082392133768,0.0004606085923846208,-0.0065238806070958165,Kyrgyzstan,Osh,2016
-0.009508421700500695,-0.004886572705211685,0.0009623863355468375,0.001344928951516669,-0.0011427229577265945,-0.00011226058360923246,-0.0048690942561978165,-0.011636078325149072,-0.0009424355257758721,-0.00651760022369307,-0.019956460162574106,-0.02234129459708814,-0.013000933971246643,-0.0008096540245979201,0.0005063800792357808,-0.007824564800439898,-0.03422103656715569,-0.0093417038917612,-0.029329009206566847,-0.01291721645177643,-0.0021851131108901914,0.0005814757128916171,-0.006309304946028256,Kyrgyzstan,Osh,2017
-0.010596705505309539,-0.00498807191424221,0.0009106646956035282,0.0015047897973801715,-0.0011095996010318779,-0.00023612192284452654,-0.004782871923197975,-0.011879040915916749,-0.0009409339876857199,-0.007363095938016783,-0.020320093158587484,-0.022876094471879157,-0.011657944894032223,-0.0009037100051306714,0.0005445362755701229,-0.00857073593191289,-0.03612694227724034,-0.009988587049243162,-0.029623534623609178,-0.01303389845142353,-0.0026552745466110043,0.0005856438466480598,-0.00648431214629596,Kyrgyzstan,Osh,2018
-0.011100840970948931,-0.00546552065411346,-0.0016106323362261206,-0.001195494465451006,-0.0011810632152562909,-0.00034567782643504276,-0.005079774321913076,-0.011903502698731638,-0.0009552493298121186,-0.007612736789980361,-0.02101978751864269,-0.02360901320224982,-0.0104923389179782,-0.000952890444772049,-1.647555694455669e-05,-0.009088269660862371,-0.03691474601516808,-0.010986804173608217,-0.030035136691534632,-0.012938178612590596,-0.002365628037156797,0.0005644785467955047,-0.00645669855562675,Kyrgyzstan,Osh,2019
-0.008871470273974748,0.0027205529800931228,-0.0013144961781546881,-0.0010759503317228861,-0.0013400775093562688,-0.00030858370417696145,-0.00459717137406456,-0.011213195607037516,-0.0009790924646534585,-0.006438229223788741,-0.019569884069251746,-0.02007516707162603,-0.005932848241048081,-0.0008731204834671133,0.001390374824857928,-0.004540100662351748,-0.03293959314874922,-0.006981200028029224,-0.025104167519004954,-0.012264370796909427,-0.001826223606898092,0.0005679759964901577,-0.005685416998434135,Kyrgyzstan,Osh,2020
-0.007010771480406704,0.0032641341522256103,-7.742741159953072e-05,0.0002813313908279896,-0.0014408117750335217,-0.0004163935167939925,-0.004580705602563251,-0.009748205518196877,-0.0010842636676519802,-0.005963922651017978,-0.01839023580108998,-0.012661122608535481,-0.0009175993392644518,-0.0002550572658902573,0.0012124654218936214,-0.005118467275309971,-0.02393217823898677,0.0010097664196333266,-0.023930452703668663,-0.011229818979139853,-0.0010365180795861664,0.0006072530218669022,-0.005065798955434539,Kyrgyzstan,Osh,2021
-0.00690306972863205,0.0030621476217783912,0.0006645363856043619,0.0006850714588934211,-0.0013521123149607933,-0.0003684928885097158,-0.004030328404249786,-0.009473931865940779,-0.00109846256821439,-0.004906056200985369,-0.017314056058551124,-0.012269679921134424,-0.0005992870096753752,-0.00019669789779669906,0.000916613374296889,-0.0012847364102530883,-0.02268881662642682,0.0011075716013572389,-0.022966900455452032,-0.010745139545347369,0.003992597201284892,0.000667814938532805,-0.0048147826889561075,Kyrgyzstan,Osh,2022
-0.007310113877249825,0.0030709059486817695,0.0006958249580226222,0.0009428592354808502,-0.0010837339560935176,-7.323556859983083e-05,-0.0039894472553344594,-0.009312230556823183,-0.0011365140446777016,-0.003407541904464715,-0.017264033778583494,-0.011978593572523585,-0.0010022742922766623,-0.000206113897379685,0.0009176471404268359,-0.0002262222824704901,-0.022134433550933395,0.0012044413415929947,-0.022948140218432847,-0.01079578378412082,0.004061995545627382,0.0006671772644364459,-0.004821748371447177,Kyrgyzstan,Osh,2023
-0.005678337768280697,0.0021128162745034204,0.0005558724550224867,0.0010040981012556908,-0.0014425630920065578,-2.5128639312124108e-05,-0.003840367714103542,-0.009059418874177032,-0.001088882733022963,-0.0026965172573073797,-0.017189822569001548,-0.011884664542966364,-0.0013174539925846864,-0.00017168988510945693,0.00044689967036298567,9.46857917884693e-05,-0.02189449184551511,-9.794791943523913e-05,-0.023228047738078537,-0.01065270694390677,0.004383808330272813,0.0006671772644364459,-0.004450579629168647,Kyrgyzstan,Osh,2024
0.0068529227984290494,0.0023404750540985757,0.0014949501637732305,-2.3899695874071632e-05,0.0031517276609865767,0.0007630158112660943,0.007452161356142761,0.007640569823192869,0.002010319823899826,0.011543264814450144,0.04103266171710177,0.02795013881345916,0.01449374151854101,0.0009532902355272288,-0.00031084727541382104,0.009641176660283678,0.03505880367576037,0.008080597344181224,0.03950456079084857,0.010193689433739474,0.005606322598597014,0.0010509965196802762,0.005704270250767279,Tajikistan,Isfara,2016
0.007059523167980871,0.0021819733930086693,0.0013455304534033235,-1.8887554222842218e-05,0.002947867133409858,0.0007560336456181611,0.007320216831696209,0.007538178715875302,0.002141876579564184,0.010862045159200804,0.040592455058624195,0.02669011755462726,0.014478228941713935,0.0010009466816186302,-0.00030638496732713575,0.009508858594674378,0.035904409308447,0.007555396205554492,0.038601834041741466,0.0076636992838891235,0.006895298821476206,0.0010095291540866405,0.005740272370232328,Tajikistan,Isfara,2017
0.006685164956662295,0.00036436817578602626,0.001502607650668875,-0.00047422083258351973,0.003076303128354807,0.0008111734283742971,0.007340690077453506,0.007645081811164419,0.0019731326593849913,0.009994456668038578,0.039916690984300326,0.02693201374458192,0.013923002160959076,0.0009288447902737641,-0.00027861003519289633,0.009017100995399431,0.036068270098941,0.006919811445050981,0.03812876512656549,0.009323905742998967,0.00507009763725956,0.001037431999397602,0.005459609610320699,Tajikistan,Isfara,2018
0.006595960630738325,0.0006497537808781796,0.0009511034170529933,-0.00042107244060636117,0.002371016278979042,0.0005323708443201511,0.00655888506077721,0.0071856476925381526,0.0017728390000421052,0.007065677517447786,0.0290417639867504,0.01809364124763254,0.01227827488692994,0.000572734321891977,-0.00034320178055473327,0.007982189441587103,0.03257729373571865,0.0008613509311121434,0.03019907589953853,0.0026139744058114715,0.004321872215265319,0.0009435051905967878,0.004995732051836338,Tajikistan,Isfara,2019
0.005557091337967997,0.0006551703220608484,0.0003118490825746719,-0.0004986456195236831,0.0021399329149509316,0.000514983266787057,0.006394740029812754,0.0070344421355541245,0.00158978269491317,0.006807938484581825,0.029363183199789707,0.017045790284858003,0.011780217999428015,0.0004855459954319876,-0.00041644271460192174,0.007673776631695677,0.030875235229165778,0.0008802363082453986,0.028262293042709892,0.0026419625663554234,0.006121212583359993,0.0009676369823103715,0.004980595306147717,Tajikistan,Isfara,2020
0.00643900388004748,0.002753303526972777,0.0009896114240938142,-0.0004442507120234685,0.0022595869512481988,0.0004568515425319699,0.006378187039651074,0.007022925349345992,0.001661058583999743,0.005603376456029056,0.02980018434056226,0.017106446844536292,0.012426212074958294,0.000523257148392497,-0.000396414545072175,0.00809823148552397,0.031175105907726063,-0.00035449353680908963,0.028424482669277065,0.002665778815617015,0.0057055817847328875,0.0009435051905967878,0.005013816808083856,Tajikistan,Isfara,2021
0.006735447942136589,0.0006378602964458788,0.000809378536874703,-0.00014150519650137452,-0.0035608120092890045,0.0007022275890683243,0.0062840873244319004,0.006838898211404691,0.0015457776450665379,0.0014917753642912411,0.02784600739752728,0.017211279488439136,0.01316284985295412,0.0005424540186275433,-0.000373243272625297,0.008220393468167896,0.031781401072635655,-0.004333874612227622,0.02846328176874414,0.0028612679229069165,0.002818437546170053,0.0009277102133564707,0.004966311239915081,Tajikistan,Isfara,2022
0.005714128113391975,-9.075798945812233e-05,0.0009192106776044972,-0.00019311037504691632,-0.0006131006383923734,0.000668339843649358,0.0059930739183041305,0.006666220108895844,0.0012883359464354587,-0.003876182764779862,0.0270336960628755,0.012730557555523147,0.012597499331085825,0.0005245566374364972,-0.000402975017464902,0.007779786935495003,0.03169711378158773,-0.005888736693013329,0.025912099852350066,0.002615270288981157,0.0026959510040508896,0.0009154953814375213,0.0046373663938463795,Tajikistan,Isfara,2023
0.005735327766225746,0.00026160404958356227,0.0010344926867155468,-0.00020324337091293573,-0.0039172378421585404,0.0010105230502131307,0.005806904962236265,0.006183111324254541,0.0014078519138034638,-0.004616458410720826,0.026425781285236115,0.011122394280282591,0.012175110521669164,0.000602024940377773,-0.00046900757538524034,0.007963980909191794,0.02148060126169941,-0.004391772177928223,0.021302208576536356,0.002473558304302084,0.002780372679227258,0.0009584278717554662,0.004465510646326776,Tajikistan,Isfara,2024
0.006708267650899486,0.0023817995193915783,0.0014925524977263478,-0.0003584712179910065,0.0037122551327378583,0.00023087059813969401,0.007414655222183371,0.007360692896650792,0.0012371194981129511,0.011001086391820541,0.038912643666959665,0.02766408185544438,0.013713234055665588,0.0023977663578848745,0.0006389144546773676,0.009499656315111188,0.035007877600948326,0.00791194004100387,0.03853420841807265,0.00998372421615266,0.005370100058356844,0.0010525656503821254,0.005711977637279709,Tajikistan,Khujand,2016
0.006800458286379478,0.0023070006897427126,0.0013898186289939356,0.0001925988683013218,0.003394861351125692,-0.00011231979643366557,0.00723961652268872,0.007204604829305417,0.0012805256286312575,0.008091047410386229,0.03792957124932628,0.026719104008661364,0.01375519723418227,0.0023060533463139486,0.0006069713897196119,0.009373511118289515,0.03545542409030823,0.007422738002762192,0.037383484086394726,0.007359404243374264,0.006631061104954977,0.0010087072042101138,0.005665850473450944,Tajikistan,Khujand,2017
0.006554357270724681,0.0002338902299895375,0.0014069734092394444,0.00011640917344892391,0.0034892248503452738,-0.0002784504384295684,0.007317423902630085,0.007311049786750234,0.001117695647295207,0.0075871709324060056,0.03756457324860398,0.026776917261512646,0.013251566319861753,0.0022528964291723195,0.0006042729070870985,0.009335236122757083,0.03583739291706845,0.006772705306264081,0.03730540017392036,0.009109197454767532,0.004876255795101298,0.0010342865209775872,0.0054464822897588045,Tajikistan,Khujand,2018
0.006414003820753516,0.00069905363512491,0.0010884215830364661,0.000165665787318737,0.0032686741537437977,-0.0002921994359210802,0.006770362692531516,0.006936615189165695,0.00099074499738276,0.006115411848934256,0.028759895843200142,0.018374500160060127,0.012070928500608053,0.002203831132902135,0.0006524255516092151,0.00868702314107989,0.03255144454792386,0.0009840873481125223,0.03013112141890996,0.0028326348375168897,0.004259006834086561,0.0009605131281352876,0.005009692490876538,Tajikistan,Khujand,2019
0.0054776981094381465,0.0007945620066988112,0.0012042691071028177,7.558441596638472e-06,0.0031069564949388327,-8.133725408466673e-05,0.006555362462731136,0.006766775957998678,0.0009115617896094691,0.005654463438041896,0.028602494671341537,0.01760784171284037,0.011764121920434316,0.002164049739558006,0.0006690354380822465,0.008405660700569305,0.03116658961241527,0.0009785838007761929,0.028133458855468974,0.002758419535152835,0.006014079885961117,0.00097781302662433,0.005006187802212655,Tajikistan,Khujand,2020
0.006342413552662701,0.002820768692043876,0.0011969082629275346,0.00022532758142399155,0.003287756813807901,0.0007207751751798405,0.006623267534368027,0.006753118372235595,0.0009741963751605104,0.0015153805667411225,0.029202710611328724,0.018023096453135302,0.01286127389813844,0.002236240725156479,0.0006484280361507734,0.008331338974741972,0.03194478978162974,-0.0002225535706166335,0.028503990870623653,0.0028990277889961425,0.005728995387068768,0.0009659361891609737,0.005187262155558766,Tajikistan,Khujand,2021
0.006407331427196286,0.0006808512763306215,0.0004989958100165568,0.00013210632543943785,-0.0006634483149974156,0.0002557224937948273,0.006330417876516385,0.006555663331969883,0.000906960440531415,-0.0036687426935031217,0.028191489593364663,0.01753792646120092,0.012990355436097853,0.002134683853023343,0.0006029177531081889,0.008705471684589869,0.032325484722039444,-0.004274311236180032,0.028231762791784125,0.0030233887282150687,0.0028959340424785152,0.000940007828063039,0.00496992883192155,Tajikistan,Khujand,2022
0.005508137377097809,-0.00019328944907313054,0.0007005178744472827,0.0001183135104376151,0.002261594607051165,0.0008114188682705328,0.006084168807222764,0.006295694055756618,0.0006785591463868144,-0.005616647436767647,0.02695497717616705,0.012130842259209884,0.010785881619548918,0.0022438181818919124,0.0006675276027134207,0.007773658664599174,0.030863232662739826,-0.005718780408977288,0.025369515244808547,0.0026329057476054385,0.002625361846247713,0.0009280716496165957,0.00474622929062001,Tajikistan,Khujand,2023
0.005600647329354914,0.00024292112354859773,0.000720088637713715,0.00018502620626348107,-0.0031386318934970093,0.0010471641510833756,0.005864623229195104,0.005617003248366458,0.000785725657659104,-0.0056169700736858905,0.025334182520864,0.011086508036935642,0.010219313426037673,0.0022500748173545494,0.000771248147956021,0.008065207468975296,0.021473723450631567,-0.004343982685601322,0.020636267273457864,0.00261450449775349,0.002758560562820758,0.0010303742694080678,0.00453979897217198,Tajikistan,Khujand,2024
0.006798639662169267,0.0024570004663551637,0.0016100211510715046,0.00027765231435048377,0.0036116155921575785,0.0008633549153677736,0.00830671573484683,0.007558561446001303,0.0021130609257844425,0.011489083106296967,0.04035689837899467,0.027799486934789657,0.014629259816343426,0.0013125253157669945,-0.00011297716553813265,0.009644287422836042,0.03519621129702401,0.008122940666756218,0.039164046909578594,0.010151284045266171,0.005608586294716537,0.001065669243479056,0.005702810313815421,Tajikistan,Konibodom,2016
0.00700632538254233,0.0023494904298803163,0.0014612357577571677,0.00027259478273081834,0.0032962675163654173,0.0008184005896142159,0.008161283857913074,0.007469744168213117,0.002194610714201656,0.011242101966181691,0.0396785866937715,0.026800569763255868,0.014766413919356326,0.0013187262765868783,-0.00017122862762015465,0.009605352609470399,0.03589721563578668,0.007617199061203597,0.03818099737875881,0.0076586020296759245,0.006888298822776173,0.0010242018778854201,0.005735807042428597,Tajikistan,Konibodom,2017
0.00669673065382262,0.0004044086144287197,0.0015046126363294171,0.0001950642186398497,0.0034358596731388596,0.0006961885454694141,0.008210584605046737,0.007546614717393774,0.002006220699574187,0.010552938971472843,0.03895064536883393,0.026808780627523773,0.014309971173691994,0.0012703385201654706,-0.00029258831032397603,0.009233484937229645,0.03619045223168972,0.006871227149473976,0.037814495085109416,0.009298714038440912,0.005146468519197527,0.00105180511920619,0.005517158364939991,Tajikistan,Konibodom,2018
0.006631205611382585,0.0006540644331350902,0.0011139964727880844,0.0003178300780817836,0.0032836620648210553,0.0006569743761484928,0.007653853125734556,0.007118203261636029,0.001921247253005485,0.009563873672437564,0.029033738405636778,0.018600595385047353,0.012822149419661108,0.0011458846516389659,-0.00021400668591391205,0.008491697747565188,0.03310385700737533,0.000842861218796828,0.030387146294489024,0.002569403920030445,0.004541515185856283,0.0009831485710995532,0.005078520566805107,Tajikistan,Konibodom,2019
0.005517283613371003,0.0007165886818385865,0.001175126189573223,6.491388430020935e-05,0.0030046918538467805,0.0006457308331773822,0.007364389430363317,0.006919634588449857,0.0018222782970972065,0.00698209417905812,0.028121176242281852,0.017317099110198866,0.012405763585871544,0.0010625702791020352,-0.00028059250739923154,0.007997024040273814,0.0312412892623503,0.0008597665582093428,0.0279786089655652,0.0025898486072484677,0.006119778530121492,0.0009941445050861092,0.005029165061921695,Tajikistan,Konibodom,2020
0.006433560692987104,0.0027758473487789325,0.0010210049405764761,0.0003372519657118268,0.003136057267578527,0.00048397888637414084,0.0073930096561298335,0.006951360590956154,0.0018528811750244637,0.006714026310670881,0.028519279597501404,0.017627589717620712,0.01309819328446038,0.0010871162786163628,-0.0002613531693104431,0.008553439769155284,0.03160190057154983,-0.0003050007416678966,0.028207931118780727,0.002602956453683409,0.005693314372206273,0.0009700127133725255,0.0050748320137360735,Tajikistan,Konibodom,2021
0.006506936391132254,0.0006054489730623208,0.0010382301998534441,0.0001673384494764428,-0.0020567476920170915,0.0005727145198651081,0.0072229220913865395,0.0068026951593004965,0.0017684179473270777,0.004934254947067612,0.027514876267605598,0.016872938767547578,0.013483606595269692,0.0009716828392317254,-0.00014966496699051325,0.008300977404464945,0.03142727431755537,-0.004511577247164062,0.02787271154472949,0.0027501725752978675,0.0028089402877604424,0.0009419597985064528,0.004871556869310014,Tajikistan,Konibodom,2022
0.005644986456895935,-0.0001236557022180558,0.0008300984819814164,-0.000120171250008408,-0.00043727289774941056,0.00048637126425672353,0.00694757671070421,0.0066571445585500355,0.0015102226317787425,-0.00217974931176514,0.026527473341668842,0.012290467588733443,0.013093960836603606,0.0009189906857607555,-0.0001772497073360123,0.007673366828573265,0.03130763832353318,-0.006023505503787776,0.025097318039810933,0.0025996091271270247,0.0026382560359706217,0.0009279557185972356,0.004667481125915404,Tajikistan,Konibodom,2023
0.005634497973701612,0.00032551961187315243,0.0009015390935634337,0.0002873592676025322,-0.003129828851640511,0.0008857816178743653,0.006615535682675178,0.0060149455488350805,0.0015697867699020324,-0.005201721153508409,0.02626991070652869,0.011188753131194107,0.01274497170709146,0.0010491269254099083,-0.00020393500415698084,0.007941488782488428,0.02183539955026209,-0.004467614351911347,0.020789370324705066,0.0025077864525033956,0.0026768152230530235,0.0009766327507767052,0.004460467346155981,Tajikistan,Konibodom,2024
0.0067467357894025835,0.0025583605130393597,0.0010003089644374495,0.00033002497189977826,-0.001873819665737991,0.0016367033504561131,0.004828358175229563,0.006767388388932858,-0.0009742580929603206,-0.0014660899804533705,-0.002824933718138831,-0.013569688704023117,-0.0008593338405542514,0.0016107495541877225,0.0009731945154877612,0.00037048821718869973,0.03379344408574889,0.008755986273539082,0.023239151872316437,0.012497907552315295,0.004647058252663896,0.0015418879544050624,0.003001967812804076,Uzbekistan,Andijan,2016
